var,mean,pair_penalty
0.18055339199752693,13.415035249775919,2.0
0.18055339199752693,13.415035249775919,2.0
0.18055339199752696,13.415035249775917,2.0
0.1905126750986018,13.37822638865505,2.0
0.22641077658858294,13.36370638093926,2.0
0.2442959265715069,13.348294544014914,6.0
0.2588057966177687,13.320630648978034,2.0
0.2588057966177687,13.320630648978034,2.0
0.296151921120819,13.288783775202047,0.0
0.2961519211208191,13.288783775202045,0.0
0.3391726172872742,13.257886476921733,7.0
0.33917261728727427,13.25788647692173,7.0
0.3549114787258161,13.218938566912554,2.0
0.35491147872581635,13.218938566912549,2.0
0.3638349910339969,13.185786809641122,0.0
0.41195157704036084,13.17405135931069,7.0
0.43742671236554276,13.082379287395895,4.0
0.4680381906519807,13.081074403900441,2.0
0.48279237571449857,13.058749886096995,4.0
0.48279237571449857,13.058749886096995,4.0
0.5311019428670398,13.171266801925322,0.0
0.557928555687976,13.149317176407855,0.0
0.5608560529717113,13.119937933088657,0.0
0.5859465794550756,13.119937933088654,0.0
0.6246631607799914,13.019613015900848,4.0
0.6246631607799914,13.019613015900848,4.0
0.6435180394903509,12.999991399458642,4.0
0.6915849862468749,12.994652114122651,0.0
0.7223522991276348,12.974254420777735,5.0
0.7496897725933749,12.975166898879728,3.0
0.7645810171441568,12.927908096281955,2.0
0.7645810171441568,12.927908096281955,2.0
0.8216063907514075,12.88893757389866,6.0
0.8349092739247397,12.846414535155839,4.0
0.8941136533803627,12.899049101965062,2.0
0.9011733561081149,12.877135140845919,0.0
0.9324903914183095,12.765851779716325,4.0
0.9515656660181133,12.75711727841918,3.0
0.9883966848394627,12.81002838886855,2.0
1.0137242323459992,12.808785375143449,2.0
1.039007092883401,12.661549930659952,2.0
1.0710463443653615,12.84809512541433,0.0
1.0834391090584228,12.81871588209516,0.0
1.1178968077976714,12.659162045907596,4.0
1.1443318710733685,12.616381460527881,2.0
1.186543300271692,12.57744660254294,6.0
1.186543300271692,12.57744660254294,6.0
1.1977473976977253,12.72280930644832,0.0
1.1977473976977258,12.722809306448319,0.0
1.2297286971366985,12.49143486944946,2.0
1.2297286971366985,12.49143486944946,2.0
1.2693396317007077,12.472398986024006,6.0
1.2922904133459912,12.627241958689092,0.0
1.3768695172285481,12.298174177066919,6.0
1.3768695172285481,12.298174177066919,6.0
1.4259158066337032,12.553963464334926,0.0
1.4540501426563253,12.293178931028795,10.0
1.4794010848095287,12.23064466209343,11.0
1.4794010848095287,12.23064466209343,11.0
1.4870642120598552,12.4252467650094,2.0
1.5300382373792865,12.423220115685899,4.0
1.5326574463694744,12.532013838817443,0.0
1.5326574463694744,12.532013838817443,0.0
1.5935150468549995,12.351968270655245,2.0
1.5935150468549997,12.351968270655243,2.0
1.6151748445196568,12.443876108859905,0.0
1.6291266749713451,12.154708840830526,4.0
1.6666582126584972,12.099176870982074,17.0
1.6706092909633086,12.370258386618149,0.0
1.7247226679327308,12.067634081754665,15.0
1.7362188184151672,12.076470764836616,6.0
1.817444375816539,12.050795112378095,13.0
1.8309883156628075,12.02459160848667,9.0
1.844401187348432,11.934817101385503,11.0
1.8477512286399158,12.131079439531648,4.0
1.874525178422423,12.311499899979795,0.0
1.8844803576728928,11.914176759161828,13.0
1.8896124794359523,11.997566991226622,9.0
1.9360495427518336,12.105505968857933,0.0
1.975019956945825,11.982672091224877,10.0
2.043257403282733,11.867335045510279,11.0
2.0542783799354694,11.780433385404036,14.0
2.085036892725509,11.721044865547961,13.0
2.1022282466345152,11.756803984105149,12.0
2.12479972088454,11.733174582806264,11.0
2.1804431103095543,12.046747482219562,0.0
2.212525536653868,11.86597623131677,7.0
2.212525536653868,11.86597623131677,7.0
2.239156197556157,11.641195954925244,22.0
2.239156197556157,11.641195954925244,22.0
2.2458724860872628,11.632461453628103,20.0
2.2458724860872628,11.632461453628103,20.0
2.2487662252140423,11.80622798723925,4.0
2.268595615684097,11.61499245103382,19.0
2.268595615684097,11.61499245103382,19.0
2.2747100701585774,11.614992451033817,18.0
2.2747100701585774,11.614992451033817,18.0
2.2881166270717714,11.881561149660763,2.0
2.3372093458062273,11.50974529372133,15.0
2.343496010666255,11.46637292089839,17.0
2.343496010666255,11.46637292089839,17.0
2.3560308831593306,11.448903918304106,14.0
2.3871161110394676,11.694840559679038,9.0
2.3871161110394676,11.694840559679038,9.0
2.425754452602057,11.43400901830236,16.0
2.4257544526020585,11.434009018302358,16.0
2.466695604628901,11.361176745030878,12.0
2.466695604628901,11.361176745030878,12.0
2.5145337103490077,11.826233543381907,0.0
2.5145337103490077,11.826233543381907,0.0
2.5338057991249485,11.34628184502913,14.0
2.5543382601161984,11.565479863063864,2.0
2.5582886226775883,11.297517750452347,11.0
2.629923222824636,11.555924248398101,4.0
2.6712526352453447,11.671907708984316,0.0
2.674389584897346,11.282622850450599,13.0
2.674389584897346,11.282622850450599,13.0
2.753271084241691,11.544424564357513,4.0
2.7943673545946948,11.333284312696385,8.0
2.837669964085227,11.518029980315186,5.0
2.890179905962769,11.390702251440946,6.0
2.90914089784679,11.54730034579349,0.0
2.97346581069269,11.250067867703667,15.0
2.97346581069269,11.250067867703667,15.0
3.016298245257549,11.312229013990036,10.0
3.019943432489955,11.385544893594197,0.0
3.0338251765858493,11.238568183663078,13.0
3.0703549431474904,11.221099181068793,11.0
3.0703549431474904,11.221099181068793,11.0
3.127994143000863,11.263436698701742,4.0
3.154203900965897,11.195943710766239,6.0
3.154203900965897,11.195943710766239,6.0
3.1683989502258068,11.160131248793872,4.0
3.1986438952842353,11.166975024131355,2.0
3.281983594603475,11.326786406955836,0.0
3.2863746011390487,11.102056138788395,4.0
3.3117044240293243,11.096716853452412,2.0
3.373533516699203,11.093413541344974,6.0
3.3822414539752526,11.084679040047831,4.0
3.4831010222276078,11.080317463449168,7.0
3.4831010222276104,11.080317463449164,7.0
3.5319959050522765,11.064297365530223,6.0
3.5319959050522765,11.064297365530223,6.0
3.645621610060158,11.0502235788971,4.0
3.6456216100601586,11.050223578897098,4.0
3.6540679823436704,10.847536070617483,8.0
3.6990945792378698,11.014328965515157,2.0
3.6990945792378698,11.014328965515157,2.0
3.7530793998955434,10.982730590961602,6.0
3.761592382921711,10.833462283984355,6.0
3.8222762212661765,10.813228098646627,4.0
3.8444591606199414,10.98875549484145,0.0
3.853025959363932,10.98875549484144,0.0
3.965220334867825,10.934550844568824,2.0
3.965220334867825,10.934550844568824,2.0
3.9659219071495966,10.787654627972914,2.0
4.206372382191108,10.929997008203086,0.0
4.206372382191108,10.929997008203086,0.0
4.27613992721276,10.929997008203083,0.0
4.27613992721276,10.929997008203083,0.0
4.463944309306325,10.768094864373813,11.0
4.46394430930633,10.768094864373808,11.0
4.47734389420216,10.718213334658364,8.0
4.47734389420216,10.718213334658364,8.0
4.535474562181294,10.871238521564724,0.0
4.535474562181294,10.871238521564724,0.0
4.559231380278461,10.690065761392109,6.0
4.5727636017633975,10.683084249318888,8.0
4.6240391328959305,10.66901046268576,6.0
4.668230162021112,10.728896141334546,2.0
4.677485799427677,10.648776277348029,4.0
4.710790071272735,10.81248003492636,0.0
4.766886722083993,10.633881377346292,6.0
4.766886722083998,10.633881377346285,6.0
4.82125514916762,10.578167425661865,6.0
4.82125514916762,10.578167425661865,6.0
4.879592344747791,10.557933240324132,4.0
4.879592344747791,10.557933240324132,4.0
4.973699576813579,10.670137654696187,2.0
4.973699576813585,10.670137654696184,2.0
5.10837450993525,10.531259304071312,4.0
5.1093829616147755,10.611379168057823,2.0
5.3726040957454115,10.525920018735317,6.0
5.448816137036298,10.51975962003072,10.0
5.452596421194317,10.511025118733576,8.0
5.52994453339352,10.490790933395846,6.0
5.52994453339352,10.490790933395846,6.0
5.667647965835562,10.511846232102195,2.0
5.671767162886539,10.591966096088706,0.0
5.699369223917822,10.496951332100451,4.0
5.783513570319232,10.441237380416029,4.0
5.783513570319232,10.441237380416029,4.0
5.783513570319234,10.441237380416025,4.0
5.9611449732110655,10.533207609450349,0.0
5.9611449732110655,10.533207609450349,0.0
5.9861479855058395,10.438192845462083,4.0
5.9861479855058395,10.438192845462083,4.0
6.080736753544327,10.474449122811984,0.0
6.080736753544331,10.47444912281198,0.0
6.080736753544331,10.47444912281198,0.0
